               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.020255,           0.0059146,          0.00055626,             0.78115,             0.72695,             0.71642,             0.47092,            0.032177,           0.0059204,           0.0054927,           0.0022285,           0.0022285,           0.0022285
                 159,            0.020805,           0.0063978,          0.00060282,             0.83741,             0.70051,              0.7223,             0.46952,            0.032191,           0.0059278,           0.0055041,            0.002179,            0.002179,            0.002179
                 160,            0.020638,           0.0059904,          0.00063053,             0.82255,             0.71377,             0.73296,             0.47067,            0.032672,           0.0057665,           0.0056876,           0.0021295,           0.0021295,           0.0021295
                 161,            0.020448,           0.0060875,          0.00056564,             0.81262,             0.70435,             0.72232,             0.47713,            0.032124,           0.0058307,           0.0055376,             0.00208,             0.00208,             0.00208
                 162,            0.020074,           0.0063156,          0.00062333,             0.85927,             0.69646,              0.7213,             0.47528,            0.032107,           0.0058129,           0.0051824,           0.0020305,           0.0020305,           0.0020305
                 163,            0.020736,           0.0062071,          0.00052201,             0.87868,             0.70473,              0.7284,             0.48107,            0.031832,           0.0057523,           0.0050011,            0.001981,            0.001981,            0.001981
                 164,            0.019642,           0.0055144,          0.00037402,             0.82285,             0.71524,             0.73177,             0.46998,            0.031857,           0.0058172,           0.0051413,           0.0019315,           0.0019315,           0.0019315
                 165,            0.020857,           0.0058564,          0.00072012,             0.87493,             0.70082,             0.73046,             0.46708,            0.031952,           0.0058471,           0.0051767,            0.001882,            0.001882,            0.001882
                 166,            0.020287,           0.0060758,          0.00063974,             0.89683,             0.67426,             0.69772,             0.45504,            0.032499,           0.0060584,           0.0057169,           0.0018325,           0.0018325,           0.0018325
                 167,            0.020325,           0.0058009,          0.00044549,             0.90792,             0.72583,             0.75888,             0.47989,            0.031938,           0.0058077,           0.0052337,            0.001783,            0.001783,            0.001783
                 168,            0.020827,            0.006005,          0.00052024,             0.90353,             0.71117,              0.7454,             0.48237,            0.031589,           0.0058206,           0.0051012,           0.0017335,           0.0017335,           0.0017335
                 169,            0.020123,            0.005714,          0.00076322,             0.85319,             0.71693,             0.72812,             0.47389,            0.031681,           0.0059948,           0.0050897,            0.001684,            0.001684,            0.001684
                 170,            0.020252,           0.0060572,          0.00058782,             0.82408,             0.73676,             0.74015,             0.48318,             0.03205,           0.0058738,           0.0048064,           0.0016345,           0.0016345,           0.0016345
                 171,            0.020266,           0.0060521,          0.00050228,             0.85477,             0.72947,             0.74015,             0.48165,            0.031555,           0.0057838,           0.0048975,            0.001585,            0.001585,            0.001585
                 172,            0.020156,           0.0059015,          0.00057716,             0.83682,             0.71778,             0.72275,             0.47649,            0.031731,           0.0057773,           0.0049091,           0.0015355,           0.0015355,           0.0015355
                 173,            0.020017,           0.0063562,          0.00061779,             0.79359,             0.72538,             0.73639,             0.47415,            0.032044,            0.005946,           0.0051039,            0.001486,            0.001486,            0.001486
                 174,            0.019961,            0.005815,          0.00067316,             0.85763,              0.7098,             0.73053,             0.48373,            0.031442,           0.0058409,            0.004878,           0.0014365,           0.0014365,           0.0014365
                 175,             0.01984,           0.0059131,           0.0004353,             0.87811,             0.72234,             0.75558,              0.4869,            0.031681,           0.0058494,           0.0049036,            0.001387,            0.001387,            0.001387
                 176,            0.019158,            0.005942,          0.00035992,             0.83747,             0.72388,             0.74335,             0.48263,            0.031724,           0.0058149,           0.0049844,           0.0013375,           0.0013375,           0.0013375
                 177,            0.018947,           0.0055064,          0.00038076,             0.86331,             0.70334,             0.73634,             0.48116,            0.031754,           0.0058458,           0.0050342,            0.001288,            0.001288,            0.001288
                 178,            0.019165,           0.0062288,          0.00055888,             0.85742,             0.71041,             0.72998,             0.48038,             0.03177,           0.0059079,           0.0052237,           0.0012385,           0.0012385,           0.0012385
                 179,            0.019272,           0.0061543,          0.00050445,             0.83805,             0.73182,             0.75947,              0.4835,            0.031641,           0.0058436,           0.0049934,            0.001189,            0.001189,            0.001189
                 180,            0.018394,           0.0060811,          0.00041754,             0.83228,             0.73083,             0.74767,             0.48982,            0.031355,           0.0058266,           0.0048944,           0.0011395,           0.0011395,           0.0011395
                 181,            0.019187,           0.0057873,          0.00032143,              0.8626,             0.72919,             0.75232,             0.48607,            0.031552,           0.0059245,           0.0046998,             0.00109,             0.00109,             0.00109
                 182,             0.01958,           0.0060165,          0.00039096,             0.87663,             0.72436,              0.7501,             0.48794,            0.031631,           0.0058873,           0.0046963,           0.0010405,           0.0010405,           0.0010405
                 183,            0.019028,           0.0057495,          0.00049257,             0.88611,             0.72667,             0.75543,             0.48778,            0.031574,           0.0059805,           0.0046584,            0.000991,            0.000991,            0.000991
                 184,            0.018581,            0.005742,          0.00049115,             0.92374,             0.73214,             0.76726,             0.48598,            0.031756,           0.0059284,           0.0046805,           0.0009415,           0.0009415,           0.0009415
                 185,            0.019562,           0.0059877,          0.00052328,             0.91912,              0.7377,             0.75961,              0.4826,            0.031783,           0.0059012,           0.0045288,            0.000892,            0.000892,            0.000892
                 186,            0.018104,           0.0057991,          0.00046192,             0.83166,             0.71844,             0.73675,             0.48057,            0.031706,           0.0059008,           0.0046403,           0.0008425,           0.0008425,           0.0008425
                 187,            0.018747,           0.0054725,          0.00050991,             0.83721,              0.7046,             0.71976,             0.47863,            0.031535,           0.0059176,            0.004647,            0.000793,            0.000793,            0.000793
                 188,            0.019305,           0.0057681,          0.00042609,             0.83987,             0.74196,             0.75805,              0.4874,            0.031438,           0.0059004,           0.0046851,           0.0007435,           0.0007435,           0.0007435
                 189,            0.018899,            0.005892,          0.00053028,             0.83836,             0.73461,             0.74778,              0.4801,            0.031582,            0.005861,           0.0047361,            0.000694,            0.000694,            0.000694
                 190,            0.017891,            0.005781,          0.00033789,             0.84599,             0.73961,             0.75814,             0.48559,            0.031486,           0.0058937,           0.0048269,           0.0006445,           0.0006445,           0.0006445
                 191,            0.019664,           0.0055872,          0.00049243,             0.84217,             0.72376,             0.74312,             0.48503,            0.031476,           0.0058935,            0.004911,            0.000595,            0.000595,            0.000595
                 192,            0.018806,           0.0058001,          0.00032215,             0.82616,             0.73653,             0.75137,             0.49013,             0.03141,           0.0058967,           0.0050097,           0.0005455,           0.0005455,           0.0005455
                 193,            0.018787,           0.0056728,          0.00048951,             0.86328,             0.72388,              0.7499,             0.48414,            0.031577,           0.0058791,           0.0050362,            0.000496,            0.000496,            0.000496
                 194,            0.019075,           0.0058534,          0.00036493,             0.86156,             0.73487,              0.7536,              0.4846,             0.03167,           0.0058748,           0.0050486,           0.0004465,           0.0004465,           0.0004465
                 195,            0.018627,           0.0057578,          0.00032414,             0.86138,              0.7344,             0.75744,             0.48486,            0.031569,            0.005869,           0.0050471,            0.000397,            0.000397,            0.000397
                 196,            0.018883,           0.0056563,          0.00035154,             0.82017,             0.74533,             0.74657,             0.48304,            0.031505,           0.0058871,           0.0050575,           0.0003475,           0.0003475,           0.0003475
                 197,            0.018724,           0.0051759,          0.00057569,             0.82647,             0.74143,             0.75128,             0.48008,            0.031504,           0.0059159,           0.0050318,            0.000298,            0.000298,            0.000298
                 198,            0.018583,           0.0057257,          0.00031183,             0.85378,             0.72388,             0.73869,             0.48198,            0.031484,           0.0059061,           0.0050005,           0.0002485,           0.0002485,           0.0002485
                 199,            0.017242,           0.0056079,          0.00042625,             0.86213,             0.72673,             0.74226,              0.4881,            0.031572,           0.0059023,           0.0050104,            0.000199,            0.000199,            0.000199
